review_text,review_stars_val,04_category_text
"(Translated by Google) The National Museum of Singapore is a museum in Singapore dedicated to the history of Singapore. It is the oldest museum in Singapore, dating back to 1849, when it was started as a library division of the Singapore ?More(Translated by Google) The National Museum of Singapore is a museum in Singapore dedicated to the history of Singapore. It is the oldest museum in Singapore, dating back to 1849, when it was started as a library division of the Singapore Institute and called the Raffles Library and Museum. After several relocations, it moved in 1887 to its permanent location on Stamford Street in the Museum Planning District

(Original)
?????? ?????? ?? ???????? ?? ???? ?? ???????? ???? ?????? ????????. ??? ???? ???? ?? ???????? ? ??? ???? ?????? ??? ??? 1849 ? ????? ?? ????? ??? ???? ?? ????? ?? ???? ???????? ????? ???? ????? ????? ?????. ??? ??? ?????? ??? ? ?????? ?? ??? 1887 ??? ?????? ?????? ?? ???? ???????? ?? ????? ????? ??????",5,National museum
,4,National museum
,5,National museum
,3,National museum
,5,National museum
Amazing place to explore in Singapore.,5,National museum
,5,National museum
,5,National museum
Love the display in the museum. Friendly staff at counter. Helpful security officer taking care of patron safety. Clean and sparkling. Nice ambience.,5,National museum
,5,National museum
,4,National museum
,5,National museum
,5,National museum
"Spent several hours going through most of the exhibitions. Interesting historical information on Singapore and its growth. Particularly liked the Picturing the Pandemic, Growing Up and Home Truly exhibitions. Museum was relatively empty ?MoreSpent several hours going through most of the exhibitions. Interesting historical information on Singapore and its growth. Particularly liked the Picturing the Pandemic, Growing Up and Home Truly exhibitions. Museum was relatively empty which made the experience very enjoyable. Free admissions for locals.

My weird sense of humour was quite amused by the standee in place of the washing machine.",4,National museum
Wonderfully curated and presented,5,National museum
,4,National museum
"(Translated by Google) A great place to take a child

(Original)
?????????",5,National museum
Had an enjoyable time there today visiting all the exhibits.,5,National museum
"(Translated by Google) Doraemon is exhibiting it right now!

(Original)
???????????????????",5,National museum
Not much war exhibition to view,4,National museum
"Beautiful building, nice place to take photos, there?s a few exhibits to visit, not too crowded, entry is free for locals, just need to present IC, worth coming for a couple hours!",5,National museum
"A great place to spend the weekend here. Check out the National Museum website to find out the latest exhibitions. With Covid-19, New measures were put in place like stylus provided to avoid touching those interactive screens with your ?MoreA great place to spend the weekend here. Check out the National Museum website to find out the latest exhibitions. With Covid-19, New measures were put in place like stylus provided to avoid touching those interactive screens with your hands and fingers. Use of RFID tags to interact with the exhibits is also something the kids find interesting. Will definitely come again.",5,National museum
,5,National museum
,4,National museum
,4,National museum
"Probably the most amazing ""national museum"" I've been, and I've traveled quite a bit. The mix between a tradicional museum and modem technology features makes the visiting experience extremely enjoyable and fluid. Definitely a must-visit in Singapore!",5,National museum
Old school vibes exhibition. Bring your parents!! =),5,National museum
"Visited ?home, truly? exhibition and it?s one of the best I?ve been. Highly recommended, extremely interactive and very real. A consolidation of the story/ snippets of what make Singapore, Singapore.",5,National museum
Alot of things to explore and see.,5,National museum
,5,National museum
,4,National museum
This Doraemon pop up outside the National Museum is too cute.,5,National museum
Always a most interesting n educational place to visit..,5,National museum
Good opportunity to learn more about Singapore culture and history,5,National museum
Rich history and great for educating people,5,National museum
,5,National museum
"(Translated by Google) Suitable for bringing children, it is enough to spend two hours on the tour, the air conditioner is a bit big, it is best to bring a jacket ?More(Translated by Google) Suitable for bringing children, it is enough to spend two hours on the tour, the air conditioner is a bit big, it is best to bring a jacket

(Original)
??????????????????????????????",5,National museum
"(Translated by Google) It's worth going. History is here

(Original)
???????????",5,National museum
alot of singapore's history,4,National museum
,5,National museum
,4,National museum
,5,National museum
Enjoyed my trip to the National Museum of Singapore last Sunday. Bring back old memories when i visited the Home Truly Exhibition. Free admission till 3 Oct 2021.,5,National museum
,4,National museum
After so many years I've not visited this place. Finally  it has been totally renovated and nice to chill with your family.,4,National museum
Helpful service and lots of exhibits,5,National museum
,5,National museum
"Lovely museum &  the civic district trail to hit all the museums would be a fun day out.
Suoermama has taken over the gift shop to run it as museum gift shop & has their ?MoreLovely museum &  the civic district trail to hit all the museums would be a fun day out.
Suoermama has taken over the gift shop to run it as museum gift shop & has their signature traits & all my fave items.  Love the fact that Fort Canning park is nearby to go as well.  Nature & art all one place! My #selflove  & #selfcare ritual is complete.",4,National museum
,5,National museum
,4,National museum
,4,National museum
,5,National museum
,5,National museum
,4,National museum
"Was a great experience, especially for Doraemon lovers. 12 outside, 9 inside on level 1, 2 on level 2.",5,National museum
Good place to learn about Singapore's past,5,National museum
,5,National museum
Great architecture design and well presented exhibition information,4,National museum
,3,National museum
Child friendly. Doraemon exhibition was interesting for the kids.,5,National museum
,4,National museum
"Managed to catch up Sat 3pm guided tour. Free for the locals and PR. Comprehensive walkthrough of the entire Singapore history, about 1 hour long. Spent another 1 hour going through half of the 1F gallery. The staffs are super nice and friendly!",5,National museum
,5,National museum
Nice place to roam around and look at history of Singapore,5,National museum
Amazing place,5,National museum
,4,National museum
,4,National museum
,5,National museum
,5,National museum
,5,National museum
Free for Singaporean and pr. Love the exhibits. Have to praise them for the effort in promoting the museum scene in Singapore,5,National museum
Very nice museum. Revisit after the renovation with Doraemon exhibitions.,5,National museum
"Very nice exhibits. For good eating, go to the tea party express across the street for some affordable pasta!",5,National museum
Beautiful place,5,National museum
Nice collection of Singapore artefacts showing its history and culture. Large area to view for a couple hours.,5,National museum
"Free for Singaporeans, the National Museum is a great place to learn more about Singapore?s cultural history. Be sure to check out ?Home Truly?, from now till Aug 2021, to learn about events and experiences that Singaporeans went through from the 1950s to the present.",5,National museum
beautiful place. spent hours here checking out with the family before the phase 2 lockdown,5,National museum
"Very spacious museum.
You can learn about the history of Singapore and you can go there at least once.",3,National museum
,5,National museum
"An amazing museum, with lots of items from Singapore's past, all beautifully displayed to tell the nation's history in such a way that even outsiders get a clear understanding and a good sense of what happened throughout the ages.",5,National museum
,4,National museum
,5,National museum
"National museum is a wonderful place to visit with children, and they enjoy the different galleries and even the history of Singapore including the Syonan period which was a little scary but it was a good teaching and learning experience ?MoreNational museum is a wonderful place to visit with children, and they enjoy the different galleries and even the history of Singapore including the Syonan period which was a little scary but it was a good teaching and learning experience

Showing them the earliest Singapore flats and how's life in Singapore in the earlier stages was good too =)",5,National museum
,5,National museum
????????,5,National museum
,4,National museum
,4,National museum
,5,National museum
,5,National museum
Awesome place to know the History,5,National museum
,5,National museum
"Really a good place to go down the memory lane. You can relive Singapore history. I would say this is an under rated place, and a must visit attraction. We visited during open house display on 26th-27th dec, 2020 for free.",5,National museum
,3,National museum
,5,National museum
Newly refurbished and renovated. Describes only history of ????,3,National museum
I love it!,5,National museum
,5,National museum
,5,National museum
"It's a nice museum with lots to learn and many different exhibitions changing over time.
Everytime I go there is bound to be a new exhibition! ?MoreIt's a nice museum with lots to learn and many different exhibitions changing over time.
Everytime I go there is bound to be a new exhibition!
Good place to recommend for tourist or Singaporeans who want to learn about Singapore's past.",5,National museum
"(Translated by Google) Singapore's largest museum. There are so many exhibits that you can't see them all in one day. If it's a special day, you can put it in for free ?More(Translated by Google) Singapore's largest museum. There are so many exhibits that you can't see them all in one day. If it's a special day, you can put it in for free

(Original)
???????????????1????????????????????????????????",5,National museum
Great museum..,5,National museum
Enjoy the Doraemon display at the front green of the National Museum while it lasts!,5,National museum
,4,National museum
Well managed museum. Interesting content for exhibition,5,National museum
"Have visited the museum several times, but this time I've taken a so many pictures because of the Doraemon exhibit.",5,National museum
,5,National museum
The national museum of Singapore featuring different themes always.  This time the theme is on home grown Singapore from 1819 till now telling the history in a different and more interactive ways.,5,National museum
"It was pretty interesting if you are into history. Like, are you aware singapore was once called cincapura? ??",5,National museum
"(Translated by Google) There are too few materials to visit and not enough to tell the history of the country. The language is not compatible with being multicultural. I hope I can make improvements next time. ?More(Translated by Google) There are too few materials to visit and not enough to tell the history of the country. The language is not compatible with being multicultural. I hope I can make improvements next time.

(Original)
????????????????????????????????????????????",4,National museum
"Famous place to learn Singapore history.
Good for family, good for foreigner, too. ?MoreFamous place to learn Singapore history.
Good for family, good for foreigner, too.

The building, interior is nice and many valuable documents, goods here.
From the ground floor, you can go through Singapore history to go up.
There is different artistic theme museum on top floor by Team Lab from Japan.

But I think entrance fee might be high for foreigner. No fee is required to local.
To let foreigner know Singapore, it is a little sad thing.",3,National museum
Lotsa history to see. And currently there's doraemon too!,4,National museum
,5,National museum
,5,National museum
,4,National museum
,4,National museum
,5,National museum
"Nice service, good exhibits.",5,National museum
,5,National museum
,5,National museum
,5,National museum
Really interesting place to learn from many different countries and cultures. Temporary exhibitions are very useful since covers many different cultures thru the year.,4,National museum
Came here for doreamon exhibition.,5,National museum
,3,National museum
,5,National museum
"(Translated by Google) Return to history, calm and relaxed.

(Original)
??????????",5,National museum
Nice place to visit. Seen old items from my childhood times. Reminiscence.,5,National museum
,4,National museum
,5,National museum
"Free entry for Citizens, worth a visit!",5,National museum
,4,National museum
,5,National museum
beautiful place with interesting exhibits,5,National museum
"Lovely museum, exhibitions are always nicely curated and interesting. The permanent collection about the history of Singapore is nice and relevant, not dusty and old fashioned.",5,National museum
,5,National museum
Be sure to visit National Museum to experience a new way for interaction during this COVID pandemic.,5,National museum
,5,National museum
,5,National museum
,5,National museum
,4,National museum
Amazing exhibits. Well done and well explained.,5,National museum
"(Translated by Google) The exhibition hall is well arranged, and the cultural relics exhibition will increase people's knowledge. ?More(Translated by Google) The exhibition hall is well arranged, and the cultural relics exhibition will increase people's knowledge.

(Original)
??????????????????",5,National museum
Nice place to get information on the Singapore history. Good hangout place for family during weekends.,5,National museum
,5,National museum
,5,National museum
Love the history of our nation,5,National museum
Only wished the doraemon was an exhibition rather than sticking them ard as displays....makes no sense,3,National museum
Doraemon Time Travel Exhibition and games  was fun. Thank you so much. Go on a sunny day.,5,National museum
"Good to bring your kids along, for Singaporean is free. Good experience.",4,National museum
,4,National museum
,5,National museum
,5,National museum
Going through the history of our island... Great educational stuffs and knowledge for the Youngs and Olds!,5,National museum
,5,National museum
Nice museum. Well kept and clean. Doremon present is a plus.,4,National museum
Just for relaxing & remind back when young time.,4,National museum
,5,National museum
Nice place,4,National museum
,4,National museum
,5,National museum
,5,National museum
,5,National museum
it was fun. the interactive stylus pen which allows you to answer societal questions and it was A great place to spend the weekend here. I can only say 3 word it was amazing,5,National museum
,5,National museum
,5,National museum
The museum is very designed and interactive. Very impressed. Brought my toddler (16months) to visit. Even though she could not really understand but she enjoyed herself. Will come back again when she is older.,5,National museum
,5,National museum
,5,National museum
Best place in the city,5,National museum
"Great, just taken photo with Doraemon!",5,National museum
,5,National museum
,4,National museum
Always beyond expectation. A Must Go in Singapore,5,National museum
,5,National museum
National gem,5,National museum
,5,National museum
"(Translated by Google) The National Museum of Singapore is very suitable for parent-child travel, especially for children above elementary school. In the museum, you can learn about the origins of Singapore's historical development and ?More(Translated by Google) The National Museum of Singapore is very suitable for parent-child travel, especially for children above elementary school. In the museum, you can learn about the origins of Singapore's historical development and multi-racial culture, and it is worth sharing and sharing with domestic and foreign tourists.

(Original)
???????????????????????????????????????????????????????????????????",5,National museum
,4,National museum
,5,National museum
,4,National museum
,5,National museum
"Must go to place!
The National Museum of Singapore is not one of the biggest in the world but it captures the transition from old to present very well. For a non Singaporean, ?MoreMust go to place!
The National Museum of Singapore is not one of the biggest in the world but it captures the transition from old to present very well. For a non Singaporean, this gives an exciting summary of how Singapore was a few decades ago and how quickly it had been transformed into a leading first world country. It is very well maintained, clean and the staff are courteous and helpful!",5,National museum
,5,National museum
,3,National museum
Many things about singapore and japanese attack,5,National museum
,5,National museum
,5,National museum
It always has an interesting line up of ancient artefacts.,5,National museum
Excellent place to know more Singapore history,5,National museum
,5,National museum
,4,National museum
,5,National museum
,5,National museum
,5,National museum
"Free entrance & a pleasant surprise.  The paintings are actually lighting installation.  Feels like a miniature of Vivid Sydney. ?MoreFree entrance & a pleasant surprise.  The paintings are actually lighting installation.  Feels like a miniature of Vivid Sydney.

Lots of picture depicting snapshots of Singapore history. Quite educational too.",4,National museum
,5,National museum
Great place for kids to learn about Singapore's history. Parking might be a problem as lots are limited. Try YMCA if full.,4,National museum
"Well maintained and managed museum. Interesting content for exhibition. Very picturesque to take beautiful architecture. ?MoreWell maintained and managed museum. Interesting content for exhibition. Very picturesque to take beautiful architecture.

Their current special exhibition at B1 contain interactive galleries, some display even current event like how covid-19 had affected to all walks of life in Singapore.",5,National museum
"Learning of Singapore history never be boring, as study at school with history text book",5,National museum
,5,National museum
,5,National museum
,4,National museum
,5,National museum
,5,National museum
,4,National museum
A beautiful structure and a wonderfully curated museum,5,National museum
Must must must visit,5,National museum
,4,National museum
Go on weekdays whereby it's not crowded and get to know Singapore history better.,5,National museum
,5,National museum
,3,National museum
Down memory lane...,5,National museum
awesome place many things to see,5,National museum
,5,National museum
"beyond the picturesque architecture, it?s always a time well spent at the national museum having an in-depth look at singapore?s colourful history through the permanent exhibits. recently they?ve opened an exhibit called ?picturing the ?Morebeyond the picturesque architecture, it?s always a time well spent at the national museum having an in-depth look at singapore?s colourful history through the permanent exhibits. recently they?ve opened an exhibit called ?picturing the pandemic? which was quite interesting. there?s another one called ?home, truly? and both run till sometime this october so go while you still can.

the museum is very accessible by public transport and admission is free for singaporeans and PRs. if you?re neither, tickets at discounted prices are available on klook.",4,National museum
Good place to learn about Singapore's history.  Recommended for museum buff.,5,National museum
,5,National museum
,5,National museum
,5,National museum
,4,National museum
Too many digital displays and mot enough artefacts. Plus the extent and sophistication of pre-colonial civilization in Singapore is exagerated,3,National museum
,4,National museum
The museum has embark it's digital journey to allow visitors to redefine art and heritage thru technological exploitation.,5,National museum
,5,National museum
,5,National museum
,5,National museum
,5,National museum
,3,National museum
,5,National museum
Visit doraemon. Inside museum also have doraemon. Don't miss out.,5,National museum
,5,National museum
"A beautiful building. And exhibitions that really go in depth into the history of Singapore and the world. ?MoreA beautiful building. And exhibitions that really go in depth into the history of Singapore and the world.

Only criticism - perhaps there's too much of an emphasis on Covid 19 related themes. The horror of the pandemic is still raw and ongoing, not too many people would like to be continuously reminded of the worst times (eg circuit breaker period)",4,National museum
,5,National museum
"Going there with daughter and having so much fun

She is so happy and taking many photo with the Doraemon and get to learn Singapore history in the museum",5,National museum
"Impress by e customer service, Mr Zulkifli provide me with gd information regards the exhibition during my visits last week.",5,National museum
Today's event at the National Museum. Fun place for the family.,5,National museum
,5,National museum
loved the new exhibition about SG that is currently running. highly recommend one to visit while in the area! they even documented the covid-19 crisis with masks on display,5,National museum
,5,National museum
Those who enjoy history must visit National Museum of Singapore. Alot of details about early Singapore and how it emerged as the Singapore we know it today.,4,National museum
Revamped museum. Worth visiting if you want to know about history in singapore,5,National museum
,4,National museum
Nice environment,5,National museum
,5,National museum
"Had fun with the exhibits, especially the interactive ones.",5,National museum
,4,National museum
Excellent museum that showcases Singapore?s history in a very informative and aesthetic manner. They have several permanent exhibits as well as a rotating selection of temporary ones. Visit is free if you are a citizen or PR.,4,National museum
,5,National museum
"(Translated by Google) Entertaining

(Original)
????",4,National museum
,5,National museum
Marvellous!!!,5,National museum
Nice place to spend an afternoon. There is a Doraemon theme exploration game going on there. Today is 2020 November 25,5,National museum
,5,National museum
,5,National museum
,5,National museum
Always a pleasure to visit on any trip to Singapore!,5,National museum
,5,National museum
,5,National museum
,5,National museum
,5,National museum
